Word, Count, IsPrime
the, 3344, False
and, 2390, False
to, 1525, False
a, 1155, False
said, 1141, False
of, 1055, False
it, 963, False
you, 888, False
was, 834, False
i, 756, False
in, 639, False
he, 611, False
that, 595, False
she, 586, False
had, 516, False
peter, 498, False
bobbie, 466, False
they, 464, False
on, 422, False
her, 408, False
as, 402, False
but, 394, False
mother, 388, False
all, 381, False
for, 373, True
not, 365, False
with, 357, False
his, 337, True
be, 328, False
at, 320, False
when, 310, False
were, 300, False
so, 293, True
phyllis, 279, False
we, 271, True
up, 251, True
then, 245, False
him, 242, False
what, 241, True
if, 236, False
is, 234, False
them, 223, True
like, 223, True
very, 220, False
dont, 214, False
out, 211, True
its, 210, False
there, 209, False
do, 209, False
have, 199, True
know, 180, False
down, 177, False
little, 173, True
now, 170, False
did, 169, False
by, 163, True
one, 160, False
this, 158, False
children, 156, False
about, 153, False
me, 153, False
no, 151, True
oh, 148, False
from, 143, False
would, 140, False
see, 138, False
well, 137, True
your, 137, True
my, 135, False
think, 135, False
could, 135, False
went, 135, False
been, 133, False
go, 132, False
just, 130, False
got, 130, False
their, 126, False
more, 124, False
come, 120, False
are, 120, False
say, 119, False
old, 118, False
perks, 114, False
or, 114, False
station, 113, True
who, 112, False
things, 108, False
came, 107, True
get, 106, False
never, 105, False
how, 105, False
three, 103, True
quite, 101, True
only, 100, False
time, 99, False
into, 99, False
good, 98, False
an, 97, True
much, 96, False
train, 93, False
right, 91, False
us, 91, False
im, 90, False
tell, 90, False
thought, 89, True
any, 86, False
ill, 86, False
some, 85, False
than, 84, False
gentleman, 82, False
back, 81, False
yes, 81, False
over, 80, False
made, 79, True
asked, 79, True
again, 79, True
other, 78, False
will, 78, False
too, 76, False
going, 76, False
anything, 75, False
father, 74, False
day, 74, False
because, 74, False
put, 72, False
always, 71, True
away, 71, True
before, 71, True
here, 70, False
thats, 69, False
where, 69, False
man, 69, False
long, 68, False
red, 67, True
people, 67, True
look, 67, True
something, 65, False
youre, 63, False
course, 62, False
can, 62, False
two, 62, False
didnt, 61, True
told, 61, True
home, 60, False
which, 60, False
off, 60, False
, 60, False
roberta, 59, True
take, 59, True
door, 58, False
master, 58, False
wont, 57, False
dear, 56, False
even, 56, False
along, 56, False
round, 56, False
felt, 55, False
want, 55, False
make, 55, False
why, 55, False
looked, 55, False
railway, 53, True
way, 53, True
cant, 53, True
line, 52, False
ever, 51, False
mothers, 51, False
cried, 51, False
first, 51, False
doctor, 51, False
knew, 51, False
engine, 50, False
seemed, 50, False
mrs, 50, False
let, 50, False
might, 49, False
after, 49, False
tea, 49, False
others, 49, False
though, 49, False
must, 49, False
lets, 49, False
hand, 49, False
hands, 49, False
rather, 48, False
most, 48, False
hes, 48, False
really, 48, False
ive, 47, True
tunnel, 47, True
suddenly, 46, False
poor, 46, False
being, 46, False
should, 46, False
great, 45, False
done, 45, False
face, 45, False
once, 45, False
give, 45, False
enough, 45, False
nice, 45, False
peters, 44, False
our, 44, False
wouldnt, 44, False
saw, 44, False
own, 43, True
thing, 43, True
room, 43, True
kind, 42, False
took, 42, False
mean, 42, False
wasnt, 42, False
eyes, 41, True
voice, 41, True
till, 40, False
last, 40, False
found, 40, False
nothing, 39, False
still, 39, False
boy, 38, False
ask, 38, False
shall, 38, False
love, 38, False
herself, 38, False
heard, 38, False
theres, 38, False
end, 37, True
such, 37, True
morning, 37, True
same, 37, True
used, 36, False
house, 36, False
better, 36, False
keep, 36, False
through, 36, False
each, 36, False
stop, 36, False
says, 36, False
white, 35, False
phil, 34, False
birthday, 34, False
russian, 34, False
hurt, 33, False
garden, 33, False
perhaps, 33, False
next, 32, False
am, 32, False
isnt, 32, False
stood, 32, False
read, 31, True
sure, 31, True
has, 31, True
words, 31, True
girls, 31, True
green, 31, True
dark, 31, True
head, 31, True
stopped, 31, True
under, 31, True
coal, 31, True
name, 31, True
jim, 31, True
everyone, 30, False
youll, 30, False
sorry, 30, False
mind, 30, False
canal, 30, False
everything, 29, True
couldnt, 29, True
ought, 29, True
turned, 29, True
soon, 29, True
night, 29, True
without, 29, True
find, 29, True
run, 29, True
wish, 28, False
fire, 28, False
shes, 28, False
gone, 28, False
writing, 28, False
mr, 28, False
water, 27, False
life, 27, False
broken, 27, False
big, 27, False
trees, 27, False
seen, 27, False
bridge, 27, False
every, 26, False
else, 26, False
left, 26, False
youd, 26, False
whats, 26, False
feel, 26, False
place, 26, False
many, 26, False
porter, 26, False
gave, 26, False
help, 25, False
indeed, 25, False
may, 25, False
lay, 25, False
table, 25, False
side, 25, False
paper, 25, False
chimneys, 25, False
bed, 24, False
began, 24, False
hope, 24, False
daddy, 24, False
wanted, 24, False
tried, 24, False
theyre, 24, False
against, 24, False
silly, 24, False
ran, 24, False
across, 24, False
woman, 24, False
open, 24, False
letter, 24, False
id, 24, False
called, 23, True
meant, 23, True
almost, 23, True
these, 23, True
another, 23, True
bit, 23, True
anyone, 23, True
caught, 23, True
talk, 23, True
black, 23, True
believe, 23, True
slowly, 23, True
arm, 23, True
top, 23, True
doing, 23, True
suppose, 22, False
hot, 22, False
french, 22, False
new, 22, False
live, 22, False
among, 22, False
days, 22, False
boys, 22, False
sat, 22, False
coming, 22, False
those, 22, False
seem, 22, False
between, 22, False
glad, 22, False
road, 22, False
hadnt, 22, False
leg, 22, False
held, 21, False
fathers, 21, False
everybody, 21, False
try, 21, False
feeling, 21, False
viney, 21, False
flowers, 21, False
wrong, 21, False
thank, 21, False
aint, 21, False
behind, 20, False
front, 20, False
cold, 20, False
hear, 20, False
arent, 20, False
set, 20, False
candle, 20, False
kitchen, 20, False
far, 20, False
half, 20, False
speak, 20, False
bill, 20, False
baby, 20, False
ready, 19, True
while, 19, True
clothes, 19, True
exactly, 19, True
story, 19, True
mouth, 19, True
miss, 19, True
bobbies, 19, True
looking, 19, True
happened, 19, True
happen, 19, True
opened, 19, True
spoke, 19, True
sound, 19, True
yet, 19, True
please, 19, True
except, 18, False
also, 18, False
friends, 18, False
given, 18, False
does, 18, False
shut, 18, False
tired, 18, False
idea, 18, False
ones, 18, False
whispered, 18, False
hill, 18, False
youve, 18, False
waved, 18, False
roses, 18, False
brought, 17, True
pretty, 17, True
full, 17, True
stay, 17, True
milk, 17, True
heart, 17, True
sorts, 17, True
making, 17, True
bank, 17, True
doesnt, 17, True
sent, 17, True
fell, 17, True
weve, 17, True
wonder, 17, True
light, 17, True
hard, 17, True
comes, 17, True
trains, 17, True
awfully, 17, True
cut, 17, True
coals, 17, True
alone, 17, True
jolly, 17, True
sometimes, 17, True
foot, 17, True
wife, 17, True
write, 16, False
different, 16, False
real, 16, False
late, 16, False
expect, 16, False
remember, 16, False
telling, 16, False
proper, 16, False
sit, 16, False
hair, 16, False
whether, 16, False
soft, 16, False
passed, 16, False
taken, 16, False
work, 16, False
presently, 16, False
wall, 16, False
hold, 16, False
nobody, 16, False
near, 16, False
havent, 16, False
towards, 16, False
added, 16, False
afterwards, 16, False
feet, 16, False
buns, 16, False
book, 16, False
minute, 16, False
show, 16, False
arms, 16, False
secret, 15, False
chapter, 15, False
grew, 15, False
waiting, 15, False
bread, 15, False
wed, 15, False
breath, 15, False
dead, 15, False
best, 15, False
call, 15, False
aunt, 15, False
beautiful, 15, False
clean, 15, False
inside, 15, False
few, 15, False
heap, 15, False
young, 15, False
silence, 15, False
word, 15, False
firmly, 15, False
someone, 15, False
blue, 15, False
letters, 15, False
stand, 15, False
begin, 14, False
getting, 14, False
himself, 14, False
saying, 14, False
often, 14, False
enginedriver, 14, False
crying, 14, False
awful, 14, False
matter, 14, False
horrid, 14, False
bring, 14, False
walk, 14, False
remembered, 14, False
gate, 14, False
person, 14, False
moment, 14, False
sort, 14, False
liked, 14, False
village, 14, False
use, 14, False
whatever, 14, False
quiet, 14, False
having, 14, False
flags, 14, False
barge, 14, False
pleased, 14, False
jims, 14, False
wrote, 14, False
flannel, 14, False
shouted, 14, False
fireman, 13, True
jersey, 13, True
frightened, 13, True
cry, 13, True
large, 13, True
earth, 13, True
itll, 13, True
quickly, 13, True
showed, 13, True
bad, 13, True
understand, 13, True
usual, 13, True
unhappy, 13, True
ears, 13, True
brave, 13, True
yard, 13, True
lighted, 13, True
corner, 13, True
chair, 13, True
thinking, 13, True
hell, 13, True
itself, 13, True
six, 13, True
climbed, 13, True
close, 13, True
later, 13, True
wet, 13, True
waited, 13, True
shook, 13, True
lady, 13, True
girl, 13, True
forrest, 13, True
sleep, 13, True
hardly, 13, True
chap, 13, True
e, 12, False
play, 12, False
besides, 12, False
cross, 12, False
happy, 12, False
afraid, 12, False
pull, 12, False
ruth, 12, False
gently, 12, False
talking, 12, False
questions, 12, False
tomorrow, 12, False
names, 12, False
busy, 12, False
window, 12, False
platform, 12, False
nor, 12, False
nose, 12, False
odd, 12, False
interesting, 12, False
bright, 12, False
running, 12, False
themselves, 12, False
sisters, 12, False
indignantly, 12, False
wave, 12, False
newspaper, 12, False
since, 12, False
both, 12, False
nurse, 12, False
horrible, 12, False
pink, 12, False
wild, 12, False
crowd, 12, False
prison, 12, False
means, 11, True
deal, 11, True
wished, 11, True
dog, 11, True
phylliss, 11, True
lot, 11, True
clever, 11, True
carried, 11, True
afternoon, 11, True
grown, 11, True
evening, 11, True
longer, 11, True
breakfast, 11, True
already, 11, True
answered, 11, True
men, 11, True
holding, 11, True
trouble, 11, True
legs, 11, True
taking, 11, True
moved, 11, True
darkness, 11, True
cart, 11, True
butter, 11, True
money, 11, True
case, 11, True
together, 11, True
wonderful, 11, True
rocks, 11, True
wires, 11, True
dragon, 11, True
years, 11, True
part, 11, True
darling, 11, True
watch, 11, True
send, 11, True
known, 11, True
angry, 11, True
ere, 11, True
doctors, 11, True
fish, 11, True
brown, 11, True
dr, 11, True
god, 11, True
basket, 11, True
cutting, 11, True
lessons, 11, True
prisoners, 10, False
terrible, 10, False
lived, 10, False
windows, 10, False
sitting, 10, False
reason, 10, False
true, 10, False
eat, 10, False
whole, 10, False
picked, 10, False
care, 10, False
warm, 10, False
wood, 10, False
engines, 10, False
nearly, 10, False
anybody, 10, False
yourself, 10, False
steps, 10, False
helped, 10, False
woke, 10, False
hat, 10, False
emma, 10, False
laid, 10, False
straight, 10, False
world, 10, False
smiled, 10, False
followed, 10, False
mound, 10, False
diningroom, 10, False
mustnt, 10, False
somehow, 10, False
started, 10, False
led, 10, False
pulled, 10, False
easy, 10, False
noticed, 10, False
reached, 10, False
em, 10, False
twice, 10, False
several, 10, False
talked, 10, False
pocket, 10, False
forward, 10, False
surprise, 10, False
wait, 10, False
covered, 10, False
waving, 10, False
fast, 10, False
trying, 10, False
strange, 10, False
handkerchief, 10, False
charity, 10, False
swallows, 10, False
hound, 9, False
dull, 9, False
stories, 9, False
school, 9, False
dreadful, 9, False
presents, 9, False
however, 9, False
wooden, 9, False
accident, 9, False
doubtfully, 9, False
gentlemen, 9, False
forgotten, 9, False
louder, 9, False
boots, 9, False
lips, 9, False
promised, 9, False
mammy, 9, False
worse, 9, False
leave, 9, False
packed, 9, False
furniture, 9, False
boxes, 9, False
supper, 9, False
expected, 9, False
less, 9, False
stone, 9, False
floor, 9, False
heavy, 9, False
walked, 9, False
heres, 9, False
washing, 9, False
field, 9, False
short, 9, False
grey, 9, False
grass, 9, False
early, 9, False
hour, 9, False
answer, 9, False
seems, 9, False
heads, 9, False
notice, 9, False
written, 9, False
above, 9, False
sake, 9, False
doubt, 9, False
learned, 9, False
safe, 9, False
hours, 9, False
minutes, 9, False
air, 9, False
tied, 9, False
o, 9, False
single, 9, False
understood, 9, False
sheet, 9, False
leaned, 9, False
second, 9, False
rose, 9, False
leaning, 9, False
stranger, 9, False
breathlessly, 9, False
petticoats, 9, False
shake, 9, False
perkss, 9, False
redjerseyed, 9, False
beginning, 8, False
pay, 8, False
explained, 8, False
pie, 8, False
piece, 8, False
loved, 8, False
country, 8, False
four, 8, False
fingers, 8, False
saved, 8, False
beasts, 8, False
sad, 8, False
able, 8, False
bell, 8, False
news, 8, False
pale, 8, False
darlings, 8, False
stairs, 8, False
replied, 8, False
asleep, 8, False
worry, 8, False
knows, 8, False
kept, 8, False
damp, 8, False
cellar, 8, False
box, 8, False
hastily, 8, False
quietly, 8, False
kettle, 8, False
flat, 8, False
bottom, 8, False
small, 8, False
steep, 8, False
fence, 8, False
rush, 8, False
outside, 8, False
shouldnt, 8, False
signalbox, 8, False
game, 8, False
mark, 8, False
915, 8, False
peoples, 8, False
meet, 8, False
allowed, 8, False
fat, 8, False
friend, 8, False
myself, 8, False
pleasure, 8, False
p, 8, False
listen, 8, False
turn, 8, False
move, 8, False
brother, 8, False
wind, 8, False
theyve, 8, False
yards, 8, False
smoke, 8, False
hearts, 8, False
bless, 8, False
cabin, 8, False
uncle, 8, False
settle, 8, False
whose, 7, True
captives, 7, True
grandfather, 7, True
glass, 7, True
funny, 7, True
birthdays, 7, True
least, 7, True
ten, 7, True
hate, 7, True
lost, 7, True
strong, 7, True
carefully, 7, True
bedtime, 7, True
thin, 7, True
kissed, 7, True
shoulders, 7, True
quarrel, 7, True
gold, 7, True
upstairs, 7, True
bottle, 7, True
week, 7, True
useful, 7, True
laughed, 7, True
seeing, 7, True
pots, 7, True
lives, 7, True
shant, 7, True
walking, 7, True
hed, 7, True
leather, 7, True
delightful, 7, True
need, 7, True
purpose, 7, True
washed, 7, True
stones, 7, True
roof, 7, True
fresh, 7, True
sides, 7, True
smooth, 7, True
magic, 7, True
beef, 7, True
helping, 7, True
today, 7, True
catch, 7, True
interested, 7, True
lamps, 7, True
loose, 7, True
nonsense, 7, True
particular, 7, True
jam, 7, True
fine, 7, True
mines, 7, True
perambulator, 7, True
carry, 7, True
beastly, 7, True
brick, 7, True
secrets, 7, True
certain, 7, True
fact, 7, True
goes, 7, True
carriage, 7, True
tear, 7, True
neck, 7, True
married, 7, True
bargees, 7, True
hullo, 7, True
sweets, 7, True
noble, 7, True
postoffice, 7, True
noise, 7, True
parcel, 7, True
trembled, 7, True
pointed, 7, True
loud, 7, True
advertisement, 7, True
passengers, 7, True
upon, 7, True
papers, 7, True
ave, 7, True
killed, 7, True
coward, 7, True
ear, 7, True
bargee, 7, True
werent, 7, True
washhouse, 7, True
labels, 7, True
rake, 7, True
paperchase, 7, True
forehead, 7, True
coalmine, 6, False
hounds, 6, False
paint, 6, False
ladies, 6, False
change, 6, False
bits, 6, False
eagerly, 6, False
amuse, 6, False
burst, 6, False
mend, 6, False
dinner, 6, False
low, 6, False
forget, 6, False
dirty, 6, False
pass, 6, False
shining, 6, False
business, 6, False
dressed, 6, False
kiss, 6, False
catching, 6, False
servants, 6, False
sister, 6, False
cup, 6, False
promise, 6, False
sighed, 6, False
calling, 6, False
books, 6, False
nasty, 6, False
precious, 6, False
wondered, 6, False
crockery, 6, False
brass, 6, False
dragged, 6, False
undone, 6, False
knocked, 6, False
ago, 6, False
plate, 6, False
iron, 6, False
stick, 6, False
cheerful, 6, False
finger, 6, False
sight, 6, False
clock, 6, False
church, 6, False
turf, 6, False
below, 6, False
ripping, 6, False
metals, 6, False
past, 6, False
jumped, 6, False
edge, 6, False
post, 6, False
joy, 6, False
none, 6, False
disappeared, 6, False
speaking, 6, False
afford, 6, False
politely, 6, False
pete, 6, False
neednt, 6, False
boot, 6, False
remarked, 6, False
bag, 6, False
fault, 6, False
parted, 6, False
theyd, 6, False
especially, 6, False
envelope, 6, False
met, 6, False
eh, 6, False
hurry, 6, False
proud, 6, False
bootlace, 6, False
honour, 6, False
pounds, 6, False
ud, 6, False
silver, 6, False
torn, 6, False
pause, 6, False
fond, 6, False
thoughts, 6, False
natural, 6, False
brandy, 6, False
decided, 6, False
times, 6, False
sweet, 6, False
smile, 6, False
standing, 6, False
thick, 6, False
sunshine, 6, False
fuss, 6, False
sniffed, 6, False
splendid, 6, False
agreed, 6, False
therell, 6, False
pleasant, 6, False
towingpath, 6, False
threw, 6, False
rock, 6, False
drew, 6, False
directly, 6, False
sugar, 6, False
present, 6, False
frock, 6, False
toy, 6, False
chance, 6, False
surprised, 6, False
earnestly, 6, False
sharp, 6, False
missie, 6, False
flung, 6, False
anxious, 6, False
hush, 6, False
tree, 6, False
lying, 6, False
duty, 6, False
dry, 6, False
marry, 6, False
quick, 6, False
ground, 6, False
fit, 6, False
stocking, 6, False
wounds, 6, False
signalman, 6, False
bones, 6, False
railways, 5, True
villa, 5, True
calls, 5, True
poetry, 5, True
fires, 5, True
lovely, 5, True
heaps, 5, True
tender, 5, True
feelings, 5, True
pigeonpie, 5, True
worst, 5, True
miserable, 5, True
fixed, 5, True
tale, 5, True
fetched, 5, True
cheerfully, 5, True
break, 5, True
pulling, 5, True
holiday, 5, True
childrens, 5, True
difficult, 5, True
sounded, 5, True
instead, 5, True
wants, 5, True
step, 5, True
looks, 5, True
cab, 5, True
collar, 5, True
extra, 5, True
whom, 5, True
london, 5, True
goody, 5, True
happening, 5, True
cheer, 5, True
seven, 5, True
quarrelling, 5, True
office, 5, True
perfectly, 5, True
places, 5, True
offended, 5, True
beautifully, 5, True
repeated, 5, True
crept, 5, True
lines, 5, True
chairs, 5, True
enjoyed, 5, True
pointing, 5, True
moving, 5, True
wake, 5, True
taillights, 5, True
robertas, 5, True
rough, 5, True
wheels, 5, True
struck, 5, True
walls, 5, True
five, 5, True
high, 5, True
teeth, 5, True
candles, 5, True
burn, 5, True
burned, 5, True
grownup, 5, True
ends, 5, True
shovel, 5, True
cheered, 5, True
plain, 5, True
gets, 5, True
purple, 5, True
tall, 5, True
valley, 5, True
passing, 5, True
pushed, 5, True
question, 5, True
bushes, 5, True
yellow, 5, True
cake, 5, True
telegraph, 5, True
rushed, 5, True
tearing, 5, True
dragons, 5, True
manner, 5, True
resist, 5, True
unless, 5, True
deep, 5, True
hills, 5, True
worn, 5, True
weak, 5, True
playing, 5, True
pain, 5, True
usually, 5, True
chariot, 5, True
mine, 5, True
silent, 5, True
listened, 5, True
trembling, 5, True
yours, 5, True
spot, 5, True
fetch, 5, True
waves, 5, True
handkerchiefs, 5, True
firstclass, 5, True
gentlemans, 5, True
sensible, 5, True
whenever, 5, True
year, 5, True
carriages, 5, True
shed, 5, True
bath, 5, True
sacred, 5, True
numbers, 5, True
dare, 5, True
itand, 5, True
rabbits, 5, True
tight, 5, True
mutton, 5, True
stiff, 5, True
start, 5, True
reading, 5, True
strangers, 5, True
hers, 5, True
song, 5, True
maidbridge, 5, True
ourselves, 5, True
rosebushes, 5, True
lilac, 5, True
until, 5, True
beside, 5, True
tone, 5, True
club, 5, True
aqueduct, 5, True
growing, 5, True
pictures, 5, True
turning, 5, True
tidy, 5, True
begun, 5, True
buttercup, 5, True
crown, 5, True
working, 5, True
nearest, 5, True
steam, 5, True
climb, 5, True
tears, 5, True
touch, 5, True
sky, 5, True
beat, 5, True
faces, 5, True
general, 5, True
consented, 5, True
language, 5, True
latin, 5, True
sounds, 5, True
closed, 5, True
kindly, 5, True
giving, 5, True
horribly, 5, True
tightly, 5, True
russia, 5, True
lame, 5, True
soldiers, 5, True
possibly, 5, True
sun, 5, True
sprang, 5, True
hated, 5, True
cherries, 5, True
spring, 5, True
dropped, 5, True
leaves, 5, True
twenty, 5, True
rushing, 5, True
fallen, 5, True
petticoat, 5, True
holes, 5, True
faint, 5, True
likely, 5, True
presentation, 5, True
rub, 5, True
wear, 5, True
theyll, 5, True
watches, 5, True
upset, 5, True
pound, 5, True
born, 5, True
broke, 5, True
ropes, 5, True
hundred, 5, True
ransome, 5, True
pram, 5, True
bert, 5, True
worth, 5, True
bedroom, 5, True
blood, 5, True
pax, 5, True
nests, 5, True
hare, 5, True
false, 5, True
parr, 5, True
ordinary, 4, False
engineer, 4, False
aloud, 4, False
needed, 4, False
james, 4, False
excellent, 4, False
model, 4, False
either, 4, False
soul, 4, False
mad, 4, False
gloomy, 4, False
excuse, 4, False
hopes, 4, False
mended, 4, False
rested, 4, False
hum, 4, False
tones, 4, False
built, 4, False
library, 4, False
family, 4, False
thatll, 4, False
shape, 4, False
tonight, 4, False
whisper, 4, False
pet, 4, False
worried, 4, False
putting, 4, False
oclock, 4, False
teatime, 4, False
armchair, 4, False
harder, 4, False
exchanged, 4, False
guilty, 4, False
carpet, 4, False
folded, 4, False
weeks, 4, False
company, 4, False
comfortable, 4, False
ways, 4, False
stayed, 4, False
packing, 4, False
seaside, 4, False
fancy, 4, False
foreign, 4, False
dears, 4, False
shivering, 4, False
watched, 4, False
guards, 4, False
become, 4, False
crunch, 4, False
match, 4, False
middle, 4, False
rats, 4, False
fun, 4, False
meat, 4, False
ceiling, 4, False
mixed, 4, False
hung, 4, False
wheres, 4, False
string, 4, False
stuck, 4, False
lock, 4, False
spread, 4, False
drink, 4, False
sheets, 4, False
scream, 4, False
deeply, 4, False
bunch, 4, False
cups, 4, False
nicely, 4, False
unusual, 4, False
lie, 4, False
ended, 4, False
signals, 4, False
rocky, 4, False
themand, 4, False
grownups, 4, False
path, 4, False
porters, 4, False
pockets, 4, False
friendly, 4, False
dough, 4, False
touched, 4, False
dream, 4, False
rain, 4, False
takes, 4, False
band, 4, False
flushed, 4, False
joyous, 4, False
follow, 4, False
dried, 4, False
st, 4, False
lump, 4, False
handle, 4, False
hugged, 4, False
rattling, 4, False
tin, 4, False
police, 4, False
pretended, 4, False
interrupted, 4, False
anyhow, 4, False
express, 4, False
chill, 4, False
named, 4, False
suggested, 4, False
tore, 4, False
stopping, 4, False
fair, 4, False
editor, 4, False
uncomfortable, 4, False
polite, 4, False
breathless, 4, False
chaps, 4, False
sobbed, 4, False
satisfied, 4, False
goodness, 4, False
tie, 4, False
properly, 4, False
danger, 4, False
hungry, 4, False
guard, 4, False
tickets, 4, False
notebook, 4, False
corners, 4, False
glances, 4, False
signs, 4, False
kicked, 4, False
bound, 4, False
neither, 4, False
throat, 4, False
gell, 4, False
laburnum, 4, False
w, 4, False
cheeks, 4, False
mamma, 4, False
ah, 4, False
animals, 4, False
disappointed, 4, False
forgetmenots, 4, False
eyebrows, 4, False
twopence, 4, False
sweetbrier, 4, False
undid, 4, False
truth, 4, False
kindness, 4, False
power, 4, False
glorious, 4, False
grateful, 4, False
colour, 4, False
river, 4, False
parapet, 4, False
driving, 4, False
grand, 4, False
tunnels, 4, False
singing, 4, False
twelve, 4, False
needlebook, 4, False
hesitated, 4, False
games, 4, False
slip, 4, False
trunk, 4, False
sleeve, 4, False
outer, 4, False
shout, 4, False
instant, 4, False
cheek, 4, False
lend, 4, False
ticket, 4, False
newspapers, 4, False
wifes, 4, False
goodbye, 4, False
interest, 4, False
dearest, 4, False
belief, 4, False
spoken, 4, False
shabby, 4, False
twos, 4, False
